"","TCAD.or.WCAD.Property.ID..s.","Duct.System.1...Type","Duct.System.1...RValue","Duct.System.1...Return.Sizing","Duct.System.1.....Leakage","System.1...Location.Air.Handler","System.1...Air.Handler.Type","System.1...Age..years.","System.1...sqft.ton","Water.Heater...Fuel.Type","Water.Heating...Tank.Type","Toilet.Type","Programmable.Thermostat.Present","Window.Screen.Area.Recommended..sqft.","Furnace...Fuel.Type","Attic.R.Value","Recommended.Additional.R.Value","Year.Built","Bedrooms","Conditioned..sqft.","Attic..sqft.","Home_Type","Lat","Long","set","NeedsDuctFixed"
"12048","116449","Sheet_Metal",5,"Adequate",26,"Closet","Up Flow",16,560,"Elec","Tank","Water_Saving","Y",0,"Elec",0,0,1963,5,2400,0,"Duplex",30.2967839300005,-97.7814544399997,"train","1"
"12049","239197","Sheet_Metal",5,"Inadequate",23,"Closet","Up Flow",7,573,"Gas","Tank","Water_Saving","Y",87,"Gas",25,13,1956,3,1147,1147,"Single Family",30.3504045190004,-97.7306243189997,"test","0"
"12052","122909","Duct_Board",6,"Adequate",11,"Attic","Horizontal",18,471,"Gas","Tankless","Water_Saving","Y",200,"Gas",30,0,1947,4,1647,1647,"Single Family",30.3219040720005,-97.7539252089997,"train","0"
"12054","216395","Mylar_Flex",6,"Adequate",12,"Attic","Horizontal",16,472,"Elec","Tank","Water_Saving","Y",96,"Gas",19,19,1948,3,1180,1180,"Single Family",30.3041260840005,-97.7181086629997,"train","0"
"12057","231646","Sheet_Metal",4,"Adequate",9.3,"Closet","Up Flow",20,468,"Gas","Tank","Standard","Y",104,"Gas",12,26,1952,3,1404,1200,"Single Family",30.3366606300004,-97.7424802589996,"train","0"
"12059","540656","Duct_Board",6,"Adequate",24.5,"Closet","Up Flow",16,317.6,"Elec","Tank","Standard","N",8,"Elec",19,19,1981,2,1019,500,"Condo",30.2616827680005,-97.7729077399997,"train","0"
"12060","230901","Sheet_Metal",4,"Adequate",14,"Attic","Horizontal",8,518,"Gas","Tank","Water_Saving","Y",76,"Elec",24,0,1951,3,1296,1296,"Single Family",30.3339530700005,-97.7463568319997,"train","0"
"12061","465891","Grey_Flex",6,"Adequate",18,"Attic","Horizontal",16,511,"Elec","Tank","Water_Saving","Y",0,"Elec",0,0,1998,3,2046,2046,"Single Family",30.2000768880005,-97.8591434169997,"train","0"
"12062","322032","Mylar_Flex",6,"Inadequate",51,"Closet","Up Flow",12,429,"Elec","Tank","Water_Saving","N",103,"Elec",14,24,1987,4,1500,572,"Single Family",30.2153759070005,-97.8686577779997,"train","1"
"12065","474217","Grey_Flex",8,"Adequate",25,"Closet","Up Flow",15,814,"Gas","Tank","Water_Saving","Y",194,"Gas",40,0,1955,3,3258,3258,"Single Family",30.3192853420005,-97.7666043129997,"train","0"
"12066","270799","Mylar_Flex",8,"Adequate",10,"Attic","Horizontal",11,470,"Gas","Tank","Water_Saving","Y",0,"Gas",40,0,1976,4,1648,1600,"Single Family",30.4260953960004,-97.6976728609997,"train","0"
"12071","317277","Mylar_Flex",8,"Adequate",14,"Garage","Up Flow",20,491,"Gas","Tank","Water_Saving","N",51,"Gas",10,27,1972,4,1224,100,"Single Family",30.2157549180005,-97.7869406249997,"train","0"
"12072","218458","Mylar_Flex",6,"Adequate",14,"Attic","Horizontal",5,427,"Gas","Tank","Water_Saving","N",209,"Gas",9,29,1946,2,854,854,"Duplex",30.3107966780005,-97.7210708719997,"train","0"
"12073","215720","Mylar_Flex",8,"Inadequate",17,"Attic","Horizontal",15,529,"Gas","Tank","Standard","N",64,"Gas",8,30,1928,4,1588,1588,"Single Family",30.3051837620005,-97.7317945159997,"train","0"
"12074","317787","Duct_Board",6,"Adequate",31,"Attic","Horizontal",17,567,"Elec","Tank","Water_Saving","N",84,"Elec",26,14,1976,3,1987,1587,"Single Family",30.2207069340005,-97.8476581959997,"train","1"
"12075","R335384","Mylar_Flex",6,"Adequate",26,"Attic","Horizontal",21,548,"Elec","Tank","Water_Saving","N",0,"Elec",22,0,1993,4,2191,2100,"Single Family",30.4490528070004,-97.7644640849997,"train","1"
"12076","373429","Mylar_Flex",6,"Adequate",19.2,"Closet","Up Flow",19,518,"Gas","Tank","Water_Saving","Y",0,"Gas",30,8,1995,3,2073,1121,"Single Family",30.1825417050005,-97.8116225359997,"train","0"
"12079","509997","Mylar_Flex",6,"Inadequate",15,"Closet","Up Flow",10,533,"Elec","Tank","Water_Saving","Y",0,"Elec",22,16,1962,3,1600,1600,"Single Family",30.2272993580004,-97.7981202669997,"train","0"
"12080","542404","Duct_Board",2,"Adequate",21.7,"","",16,388,"Gas","Tank","Water_Saving","Y",0,"Elec",0,0,1998,2,972,0,"Condo",30.3094565650005,-97.8258214219996,"train","0"
"12081","308026","Grey_Flex",8,"Adequate",8,"Attic","Horizontal",20,384,"Gas","Tank","Standard","N",0,"Gas",8.8,29.2,1955,2,1152,1152,"Single Family",30.2297652990005,-97.7816226259997,"train","0"
"12082","239889","Mylar_Flex",8,"Adequate",10,"Closet","Up Flow",14,620,"Gas","Tank","Standard","Y",67,"Gas",13,25,1961,3,1550,1550,"Single Family",30.3534756930005,-97.7443231999997,"train","0"
"12084","213294","Mylar_Flex",6,"Adequate",18,"Attic","Up Flow",5,363,"Gas","Tank","Water_Saving","Y",130,"Gas",14,24,1939,2,1261,1261,"Single Family",30.3023553920004,-97.7202583669997,"train","0"
"12085","344446","Duct_Board",10,"Adequate",17,"Attic","Horizontal",12,425,"Gas","Tank","Standard","Y",24,"Elec",32,9,1983,3,1739,600,"Single Family",30.1796967540005,-97.8137615789997,"test","0"
"12086","126180","Duct_Board",6,"Adequate",10,"Attic","Horizontal",20,300,"Gas","Tank","Standard","Y",190,"Gas",13,25,1956,3,1876,1876,"Single Family",30.3362863570005,-97.7514995369997,"train","0"
"12088","133894","Duct_Board",6,"Adequate",19.4,"Closet","Up Flow",24,408,"Elec","Tank","Water_Saving","Y",0,"Elec",13.2,24.8,1982,2,1020,510,"Single Family",30.3515830060005,-97.7576643889997,"train","0"
"12089","236145","Duct_Board",6,"Adequate",9,"Attic","Horizontal",13,579,"Elec","Tank","Water_Saving","Y",0,"Elec",28,0,1955,4,2317,1950,"Single Family",30.3435456030005,-97.7304229689997,"train","0"
"12091","446497","Mylar_Flex",6,"Adequate",12.8,"Attic","Horizontal",20,571,"Gas","Tank","Standard","Y",0,"Gas",22,16,1998,4,2856,2856,"Single Family",30.2511545510005,-97.8416946949997,"train","0"
"12092","309064","Sheet_Metal",6.5,"Adequate",46,"Closet","Up Flow",7,538,"Elec","Tank","Water_Saving","N",30,"Elec",24,0,1976,4,1884,1854,"Single Family",30.2393578320005,-97.8912977669997,"train","1"
"12097","314922","Mylar_Flex",6,"Adequate",10,"Garage","Up Flow",15,553,"Gas","Tank","Water_Saving","Y",0,"Gas",20,18,1983,3,1659,1659,"Single Family",30.2298411010005,-97.8516792679997,"train","0"
"12098","321644","Mylar_Flex",4.3,"Adequate",12.4,"Attic","Up Flow",7,586,"Gas","Tank","Standard","N",92,"Elec",22,16,1991,3,2344,0,"Single Family",30.2171750250005,-97.8568527679997,"train","0"
"12099","164577","Mylar_Flex",5,"Inadequate",21,"Attic","Horizontal",1,598,"Elec","Tank","Water_Saving","Y",0,"Elec",20,20,1987,4,2393,800,"Single Family",30.4217888830005,-97.7875683619997,"test","0"
"12100","504458","Mylar_Flex",6,"Adequate",14,"Attic","Horizontal",7,458,"Elec","Tank","Water_Saving","Y",0,"Gas",11,20,1988,3,1600,800,"Single Family",30.4199175160005,-97.7269952889997,"train","0"
"12102","126805","Mylar_Flex",6,"Adequate",41.5,"Attic","Up Flow",23,500,"Gas","Tank","Standard","Y",408,"Elec",38,0,1993,4,2857,2850,"Single Family",30.3384017120005,-97.8013335699997,"train","1"
"12103","509560","Duct_Board",5,"Adequate",24.7,"","",16,482,"Gas","Tank","Water_Saving","Y",90,"Gas",9,29,1965,3,1926,1900,"Single Family",30.2245231020005,-97.7963010129997,"train","0"
"12104","217602","Mylar_Flex",8,"Adequate",14,"Attic","Horizontal",18,446,"Gas","Tank","Water_Saving","N",0,"Gas",30.8,7.2,1947,2,893,893,"Single Family",30.3111970090005,-97.7466553019997,"train","0"
"12106","502522","Grey_Flex",4,"Adequate",30,"Garage","Horizontal",16,397,"Gas","Tank","Water_Saving","Y",42,"Elec",13,25,1981,3,1388,1215,"Single Family",30.3915473540005,-97.6983479739997,"test","1"
"12108","321450","Mylar_Flex",4,"Adequate",20,"Closet","Up Flow",15,535,"Elec","Tank","Water_Saving","N",0,"Gas",28,0,1981,3,1336,1000,"Single Family",30.2108171150005,-97.8356897379997,"train","0"
"12109","228031","Mylar_Flex",6,"Adequate",18,"Attic","Horizontal",5,500,"Elec","Tankless","Water_Saving","N",90,"Elec",11,25,1951,3,1000,1000,"Single Family",30.3246980940004,-97.7195524589997,"train","0"
"12110","540359","Duct_Board",4,"Adequate",33.6,"Attic","Horizontal",9,483,"Elec","Tank","Water_Saving","N",0,"Elec",19,19,1984,2,967,823,"Condo",30.2551377210004,-97.7520562109997,"train","1"
"12111","219991","Grey_Flex",3,"Inadequate",8,"Closet","Up Flow",7,435,"Elec","Tank","Water_Saving","N",20,"Elec",9,29,1981,3,1305,1305,"Single Family",30.3107872030005,-97.7294363559997,"test","0"
"12115","215908","Grey_Flex",8,"Adequate",10,"Attic","Horizontal",20,585,"Elec","Tank","Water_Saving","Y",0,"Elec",22,16,1922,2,1464,1464,"Single Family",30.3062272270005,-97.7275164289996,"train","0"
"12116","360689","Mylar_Flex",6,"Adequate",8,"Attic","Horizontal",18,472,"Elec","Tank","Water_Saving","Y",0,"Elec",38,0,1995,3,2599,2599,"Single Family",30.4200892550004,-97.7571408799997,"train","0"
"12117","125204","Mylar_Flex",6,"Adequate",25.1,"Attic","Horizontal",10,552,"Elec","Tank","Water_Saving","Y",0,"Elec",26,12,1988,4,3401,1192,"Single Family",30.3286267800004,-97.8066361719997,"train","1"
"12121","365089","Mylar_Flex",6,"Adequate",14,"Closet","Up Flow",20,608,"Gas","Tank","Water_Saving","N",0,"Gas",30,8,1994,4,2127,1065,"Single Family",30.1835875390005,-97.8070530839997,"train","0"
"12122","319379","Sheet_Metal",6,"Adequate",15,"Closet","Up Flow",14,403,"Gas","Tank","Standard","N",36,"Gas",13,25,1970,3,1210,726,"Single Family",30.2138634160004,-97.7732370059997,"train","0"
"12123","503219","Mylar_Flex",6,"Adequate",17.7,"Closet","Up Flow",21,502,"Gas","Tank","Water_Saving","N",314,"Gas",16,22,1948,3,2006,2000,"Single Family",30.3876589370005,-97.6813339309997,"train","0"
"12126","231433","Mylar_Flex",4,"Inadequate",54,"Closet","Up Flow",26,373.3,"Gas","Tank","Standard","N",210,"Gas",23.5,12,1964,3,1120,620,"Single Family",30.3326170560005,-97.7089164599997,"train","1"
"12127","237857","Mylar_Flex",6,"Adequate",16,"Attic","Horizontal",9,480,"Gas","Tank","Water_Saving","Y",105,"Elec",9,29,1947,3,1368,1368,"Single Family",30.3462152620004,-97.7167122439997,"train","0"
"12128","116870","Sheet_Metal",6,"Inadequate",35,"","Horizontal",5,761,"Gas","Tank","Standard","N",451,"Gas",21,17,1942,3,2665,2205,"Single Family",30.2961846180004,-97.7638529299997,"train","1"
"12129","201212","Mylar_Flex",6,"Adequate",26,"Attic","Horizontal",2,475,"Elec","Tank","Water_Saving","Y",0,"Elec",8,30,1940,3,2377,827,"Single Family",30.2785866610005,-97.6803177069997,"test","1"
"12130","496494","Mylar_Flex",8,"Adequate",19.3,"Closet","Up Flow",6,663,"Gas","Tank","Water_Saving","N",0,"Gas",17.4,20.6,1984,3,2652,1917,"Single Family",30.3764650820004,-97.7908622049997,"train","0"
"12131","381675","Mylar_Flex",6,"Adequate",15.9,"Attic","Horizontal",15,514,"Gas","Tank","Standard","N",0,"Gas",28,10,1999,4,2817,1200,"Single Family",30.1831706270004,-97.8947088669997,"train","0"
"12132","219006","Duct_Board",6,"Adequate",22,"Closet","Up Flow",9,560,"Elec","Tank","Water_Saving","Y",89,"Gas",11,27,1964,3,1681,1562,"Single Family",30.3121480910004,-97.6871624109997,"train","0"
"12133","306652","Duct_Board",3,"Inadequate",16,"Closet","Up Flow",5,486,"Elec","Tank","Water_Saving","N",0,"Elec",21,17,1973,2,972,544,"Condo",30.2402339630004,-97.9190494999997,"train","0"
"12134","128427","Duct_Board",6,"Adequate",15.8,"Closet","Up Flow",12,363.3,"Gas","Tank","Standard","N",45,"Gas",13,25,1981,1,545,500,"Condo",30.3433951830004,-97.7646322709997,"train","0"
"12136","465181","Mylar_Flex",8,"Adequate",11,"Attic","Horizontal",10,488,"Gas","Tank","Water_Saving","Y",16,"Gas",84,0,1999,3,2200,1800,"Single Family",30.2095557190004,-97.8834131529997,"train","0"
"12137","344132","Grey_Flex",6,"Adequate",31,"Closet","Up Flow",13,505,"Elec","Tank","Standard","N",0,"Elec",9,29,1982,4,2021,2000,"Single Family",30.1756140940005,-97.8121697329997,"train","1"
"12138","137571","Mylar_Flex",6,"Adequate",9,"Attic","Horizontal",13,506,"Elec","Tank","Water_Saving","Y",0,"Elec",38,0,1988,4,2528,2528,"Single Family",30.3614858550005,-97.9745972909997,"test","0"
"12139","276455","Grey_Flex",4,"Adequate",40,"Closet","Up Flow",16,492,"Gas","Tank","Standard","N",66,"Gas",24,0,1983,2,1231,1231,"Single Family",30.4467657120005,-97.6799280359997,"train","1"
"12140","259932","Mylar_Flex",4,"Adequate",17,"Closet","Up Flow",13,402,"Elec","Tank","Standard","Y",0,"Elec",38,0,1984,2,1004,400,"Single Family",30.3913057340005,-97.6601436589997,"train","0"
"12141","504919","Duct_Board",6,"Adequate",20,"Garage","Up Flow",9,578,"Gas","Tank","Water_Saving","Y",0,"Gas",17.6,29.4,1981,3,1735,1735,"Single Family",30.4176955640004,-97.7210933749997,"train","0"
"12145","261067","Mylar_Flex",6,"Inadequate",17,"Closet","Up Flow",16,459,"Elec","Tank","Water_Saving","Y",146,"Elec",20,16,1985,3,1606,1306,"Single Family",30.3971946180005,-97.6914345759997,"train","0"
"12146","330872","Mylar_Flex",6,"Adequate",12.4,"Garage","Up Flow",8,510,"Elec","Tank","Water_Saving","Y",53.45,"Elec",35,3,1981,3,1275,1275,"Single Family",30.2024350480004,-97.8297925629997,"train","0"
"12147","120243","Mylar_Flex",6,"Adequate",13,"Attic","Horizontal",4,472,"Elec","Tank","Water_Saving","N",140,"Elec",30,0,1948,2,945,945,"Single Family",30.3061680060005,-97.7572107599997,"train","0"
"12150","486168","Mylar_Flex",6,"Adequate",12.5,"Closet","Up Flow",14,587,"Gas","Tank","Water_Saving","N",0,"Gas",38,0,2001,3,2057,0,"Single Family",30.1814473110005,-97.8174758879996,"test","0"
"12152","156368","Grey_Flex",8,"Adequate",16,"Attic","Horizontal",15,509,"Gas","Tank","Standard","Y",0,"Gas",30,8,1986,3,2036,2036,"Single Family",30.4083659700005,-97.7583169989997,"train","0"
"12153","160244","Grey_Flex",6,"Adequate",17.7,"Closet","Up Flow",11,532,"Elec","Tank","Standard","N",0,"Gas",26,12,1985,4,2380,1316,"Single Family",30.4156145560004,-97.7590762059997,"train","0"
"12155","503877","Sheet_Metal",4,"Adequate",9,"Closet","Up Flow",13,307,"Gas","Tank","Water_Saving","N",0,"Gas",7,32,1972,4,1075,795,"Single Family",30.4131545380005,-97.7407652339997,"test","0"
"12157","509770","Mylar_Flex",6,"Adequate",12,"Closet","Up Flow",7,623.5,"Gas","Tank","Water_Saving","Y",87,"Gas",19,19,1958,3,1247,1150,"Single Family",30.2240185440004,-97.7851971739997,"train","0"
"12158","312542","Duct_Board",4,"Adequate",27,"Closet","Up Flow",18,294,"Gas","Tank","Standard","N",20,"Gas",24,0,1973,1,588,364,"Fourplex",30.2427801360005,-97.7655578359997,"test","1"
"12159","273057","Grey_Flex",4,"Adequate",12,"Closet","Up Flow",13,467,"Gas","Tank","Water_Saving","Y",0,"Gas",19,19,1985,3,1400,1068,"Single Family",30.4380070030005,-97.7383869399997,"train","0"
"12160","484510","Mylar_Flex",6,"Adequate",10,"Attic","Horizontal",15,560,"Elec","Tank","Water_Saving","Y",18,"Elec",34,0,1999,3,1654,997,"Single Family",30.2260225640005,-97.8740728989997,"train","0"
"12161","160432","Duct_Board",4,"Inadequate",15,"Closet","Up Flow",17,477,"Elec","Tank","Standard","N",128,"Gas",22,0,1982,3,1911,1551,"Single Family",30.4192968860004,-97.7675601309997,"train","0"
"12162","775387","Mylar_Flex",6,"Adequate",21,"Attic","Up Flow",24,405,"Gas","Tank","Water_Saving","N",0,"Gas",40,0,1988,5,7656,2000,"Single Family",30.3134923950005,-97.8335613539997,"train","0"
"12164","R073908","Grey_Flex",3,"Adequate",59,"Attic","Horizontal",7,628,"Gas","Tank","Water_Saving","N",112,"Gas",9,29,1985,2,943,473,"Duplex",30.4477345590005,-97.7802001499997,"test","1"
"12166","233128","Grey_Flex",6,"Adequate",21.3,"Closet","Up Flow",5,512.3,"Gas","Tank","Standard","Y",37,"Gas",11,27,1977,3,1537,400,"Town Homes",30.3313781630005,-97.6467160089997,"train","0"
"12168","307704","Duct_Board",6,"Adequate",18,"","Up Flow",20,539,"Gas","Tank","Standard","N",0,"Elec",8,31,1963,3,1616,1200,"Single Family",30.2365365680005,-97.7751604869997,"test","0"
"12170","126893","Sheet_Metal",6,"Adequate",19,"Closet","Up Flow",7,532,"Elec","Tank","Water_Saving","Y",0,"Elec",13.2,24.8,1975,3,4262,320,"Single Family",30.3365635090005,-97.8168742079997,"test","0"
"12171","583147","Duct_Board",5,"",17,"Closet","Up Flow",7,504,"Elec","Tank","Water_Saving","Y",0,"Elec",0,0,1999,2,1359,0,"Condo",30.2536133850004,-97.8751009659996,"train","0"
"12173","478449","Duct_Board",4.2,"Adequate",18,"Attic","Horizontal",7,456,"Gas","Tank","Standard","Y",221,"Gas",26,12,1993,4,1982,1982,"Single Family",30.4191168550005,-97.7326555819997,"test","0"
"12175","261695","Mylar_Flex",6,"Adequate",6.9,"Garage","Up Flow",9,507,"Elec","Tank","Standard","N",20,"Elec",14,24,1983,3,1268,1268,"Single Family",30.3981622810005,-97.7014890289997,"test","0"
"12176","153913","Duct_Board",6,"Adequate",8,"Attic","Horizontal",21,714,"Elec","Tank","Water_Saving","Y",352,"Elec",22,0,1993,4,3500,1500,"Single Family",30.3894035720004,-97.8025452209997,"train","0"
"12177","116100","Sheet_Metal",5,"Inadequate",12,"Attic","Horizontal",1,478,"Gas","Tank","Water_Saving","Y",0,"Elec",21,17,1948,3,1910,1910,"Single Family",30.2950961460004,-97.7722385489997,"train","0"
"12179","213363","Sheet_Metal",1,"Adequate",9.6,"Closet","Up Flow",17,459,"Elec","Tank","Standard","Y",45,"Elec",0,0,1950,2,918,0,"Single Family",30.3037743140005,-97.7175306719997,"test","0"
"12181","R075378","Duct_Board",5,"Adequate",24,"Closet","Up Flow",17,590,"Gas","Tank","Water_Saving","N",116,"Gas",15,23,1975,3,1492,1200,"Single Family",30.4584596010005,-97.8021023649997,"train","0"
"12182","136105","Grey_Flex",5,"Adequate",27.8,"Closet","Up Flow",18,539,"Gas","Tank","Water_Saving","Y",15,"Gas",11,27,1984,3,1617,1617,"Town Homes",30.3535574170004,-97.7927122529996,"train","1"
"12183","322927","Duct_Board",4,"Adequate",24,"Closet","Up Flow",18,411,"Elec","Tank","Standard","N",50,"Elec",30,0,1973,3,1234,647,"Condo",30.2065650840005,-97.7649342949996,"test","0"
"12184","362846","Mylar_Flex",6,"Inadequate",16,"Attic","Horizontal",16,493,"Gas","Tank","Water_Saving","Y",37,"Elec",15,23,1998,3,2464,1428,"Single Family",30.4197931530005,-97.6848753159996,"train","0"
"12187","217062","Sheet_Metal",1,"Inadequate",38,"Closet","Up Flow",25,624.5,"Gas","Tank","Water_Saving","N",258.5,"Gas",8,30,1962,4,2498,1421,"Single Family",30.3066654580005,-97.6838128999997,"test","1"
"12190","327726","Mylar_Flex",6,"Adequate",16.2,"Closet","Up Flow",20,370,"Gas","Tank","Water_Saving","N",75,"Gas",11,27,1969,3,925,925,"Single Family",30.2037343460005,-97.7809285619997,"train","0"
"12194","240193","Sheet_Metal",4,"Adequate",4.2,"Closet","Up Flow",12,534,"Gas","Tank","Standard","N",182,"Elec",14,24,1955,2,1336,0,"Single Family",30.3506070530005,-97.7267963069997,"train","0"
"12195","466880","Mylar_Flex",6,"Adequate",13.2,"","",14,466.8,"Gas","Tank","Water_Saving","Y",0,"Gas",34,4,1998,3,1167,1167,"Single Family",30.1566813070004,-97.8299192949997,"train","0"
"12197","R058186","Grey_Flex",6,"Inadequate",31.5,"Closet","Up Flow",18,558.8,"Elec","Tank","Standard","Y",0,"Elec",17.4,20.6,1980,3,1397,1127,"Single Family",30.4325255560005,-97.7733353119997,"train","1"
"12198","462632","Mylar_Flex",6,"Adequate",25.8,"Attic","Horizontal",14,556,"Gas","Tank","Water_Saving","Y",277,"Gas",19,19,2000,4,2225,1200,"Single Family",30.4274077220005,-97.6831875319997,"train","1"
"12201","100709","Mylar_Flex",6,"Adequate",14.8,"Attic","Horizontal",13,367,"Gas","Tank","Water_Saving","Y",0,"Gas",38,0,1946,3,1638,0,"Single Family",30.2494857180005,-97.7783287839997,"test","0"
"12202","229739","Duct_Board",6,"Adequate",39,"Closet","Up Flow",15,536.4,"Gas","Tank","Water_Saving","N",9,"Gas",11,21,1949,3,1364,1364,"Single Family",30.3314563350004,-97.7284888289997,"train","1"
"12203","348425","Grey_Flex",6,"Adequate",18,"Attic","Horizontal",15,400,"Elec","Tank","Standard","N",231,"Gas",0,22,1987,3,1700,1250,"Single Family",30.1601232010005,-97.8529809339997,"train","0"
"12205","505040","Mylar_Flex",6,"Adequate",5,"Closet","Up Flow",20,500,"Elec","Tank","Water_Saving","N",0,"Elec",25,0,1979,3,1309,1309,"Single Family",30.4154641360005,-97.7158511789997,"test","0"
"12206","315006","Sheet_Metal",6,"Adequate",21.2,"Closet","Up Flow",20,400,"Gas","Tank","Standard","Y",183,"Gas",15,23,1968,3,1644,1500,"Single Family",30.2305967540005,-97.8717952789997,"train","0"
"12207","218741","Duct_Board",6,"Adequate",47,"Closet","Up Flow",4,400,"Gas","Tank","Water_Saving","Y",60,"Gas",11,27,1955,3,1080,1000,"Single Family",30.3072659540005,-97.6993097149997,"train","1"
"12208","302862","Mylar_Flex",6,"Inadequate",9.5,"Attic","Horizontal",15,388,"Elec","Tank","Standard","Y",55,"Elec",14,24,1935,2,776,776,"Single Family",30.2488271860005,-97.7583667439997,"train","0"
"12209","270436","Duct_Board",8,"Adequate",27,"Attic","Horizontal",5,417,"Gas","Tank","Water_Saving","Y",36,"Elec",18,20,1983,3,1669,1200,"Single Family",30.4269860720005,-97.7216761049997,"test","1"
"12210","142740","Sheet_Metal",6,"Inadequate",12,"Closet","Up Flow",19,334,"Elec","Tank","Water_Saving","N",0,"Gas",18,20,1971,4,2343,1965,"Single Family",30.3675535850005,-97.7702001799997,"train","0"
"12212","329086","Mylar_Flex",6,"Adequate",28,"Closet","Up Flow",7,425,"Elec","Tank","Water_Saving","Y",80,"Elec",18,20,1940,2,850,850,"Single Family",30.2023959630005,-97.8370281209997,"train","1"
